Date,Category,Region_ID,Quantity,Sales_Channel,Sales_Amount,Cost_of_Goods,Brand Name,Product Name,Region_Name,Profit,Sales_Channel_ID,Product_ID
2023-07-05,Electronics,R4,2,Retail,126250.18,101000.15,TechPro,Laptop X,West,25250.04,SC003,P0003
2023-07-05,Furniture,R4,5,Retail,78121.83,60935.03,HomeEase,Study Table,West,17186.8,SC003,P0007
2023-07-06,Electronics,R4,1,Online,60126.97,48101.58,TechPro,Laptop X,West,12025.39,SC002,P0003
2023-07-06,Furniture,R2,5,Retail,31851.7,23888.78,HomeEase,Office Chair,South,7962.93,SC003,P0004
2023-07-06,Electronics,R4,1,Distributor,63552.09,50841.67,TechPro,Laptop X,West,12710.42,SC001,P0003
2023-07-07,Electronics,R2,5,Online,276695.58,221356.46,TechPro,Laptop X,South,55339.12,SC002,P0003
2023-07-07,Furniture,R1,2,Online,48920.94,35223.07,WoodCraft,Wardrobe,North,13697.86,SC002,P0008
2023-07-07,Furniture,R3,2,Online,51773.93,37277.23,WoodCraft,Wardrobe,East,14496.7,SC002,P0008
2023-07-07,Furniture,R4,5,Online,131235.65,94489.67,WoodCraft,Wardrobe,West,36745.98,SC002,P0008
2023-07-08,Furniture,R2,1,Online,6765.09,5073.82,HomeEase,Office Chair,South,1691.27,SC002,P0004
2023-07-08,Electronics,R3,3,Online,14076.93,10557.7,SoundMax,Bluetooth Speaker,East,3519.23,SC002,P0001
2023-07-08,Electronics,R4,4,Retail,116409.92,95456.13,TechPro,Smartphone Z,West,20953.79,SC003,P0006
2023-07-08,Accessories,R4,1,Online,1561.87,1015.22,ChargeFast,Power Bank,West,546.66,SC002,P0005
2023-07-09,Electronics,R2,3,Online,16048.6,12036.45,SoundMax,Bluetooth Speaker,South,4012.15,SC002,P0001
2023-07-09,Electronics,R4,2,Online,130287.13,104229.71,TechPro,Laptop X,West,26057.43,SC002,P0003
2023-07-09,Electronics,R1,5,Retail,296802.87,237442.3,TechPro,Laptop X,North,59360.57,SC003,P0003
2023-07-09,Furniture,R1,1,Online,15753.53,12287.75,HomeEase,Study Table,North,3465.78,SC002,P0007
2023-07-10,Electronics,R4,2,Retail,10883.07,8162.3,SoundMax,Bluetooth Speaker,West,2720.77,SC003,P0001
2023-07-10,Furniture,R1,2,Retail,52171.21,37563.27,WoodCraft,Wardrobe,North,14607.94,SC003,P0008
2023-07-10,Accessories,R4,1,Distributor,1482.02,963.31,ChargeFast,Power Bank,West,518.71,SC001,P0005
2023-07-10,Furniture,R2,1,Online,26612.47,19160.98,WoodCraft,Wardrobe,South,7451.49,SC002,P0008
2023-07-10,Electronics,R2,2,Online,115198.61,92158.89,TechPro,Laptop X,South,23039.72,SC002,P0003
2023-07-11,Furniture,R1,5,Online,33985.92,25489.44,HomeEase,Office Chair,North,8496.48,SC002,P0004
2023-07-11,Electronics,R1,5,Online,26604.91,19953.68,SoundMax,Bluetooth Speaker,North,6651.23,SC002,P0001
2023-07-11,Furniture,R3,2,Online,48267.95,34752.92,WoodCraft,Wardrobe,East,13515.03,SC002,P0008
2023-07-11,Electronics,R2,2,Retail,10153.71,7615.29,SoundMax,Bluetooth Speaker,South,2538.43,SC003,P0001
2023-07-11,Electronics,R4,1,Online,5395.7,4046.77,SoundMax,Bluetooth Speaker,West,1348.92,SC002,P0001
2023-07-12,Furniture,R3,4,Online,107462.18,77372.77,WoodCraft,Wardrobe,East,30089.41,SC002,P0008
2023-07-12,Furniture,R2,4,Online,109671.34,78963.37,WoodCraft,Wardrobe,South,30707.98,SC002,P0008
2023-07-12,Electronics,R4,2,Online,9100.7,6825.52,SoundMax,Bluetooth Speaker,West,2275.17,SC002,P0001
2023-07-13,Electronics,R2,1,Online,57034.3,45627.44,TechPro,Laptop X,South,11406.86,SC002,P0003
2023-07-13,Furniture,R4,3,Retail,43657.37,34052.75,HomeEase,Study Table,West,9604.62,SC003,P0007
2023-07-13,Electronics,R1,5,Online,22923.44,17192.58,SoundMax,Bluetooth Speaker,North,5730.86,SC002,P0001
2023-07-13,Electronics,R4,5,Online,152294.17,124881.22,TechPro,Smartphone Z,West,27412.95,SC002,P0006
2023-07-13,Furniture,R2,3,Online,18970.38,14227.78,HomeEase,Office Chair,South,4742.59,SC002,P0004
2023-07-14,Accessories,R2,5,Online,12029.51,7217.7,CarryLite,Laptop Bag,South,4811.8,SC002,P0002
2023-07-14,Electronics,R3,1,Distributor,5428.1,4071.08,SoundMax,Bluetooth Speaker,East,1357.03,SC001,P0001
2023-07-15,Electronics,R2,4,Retail,20773.34,15580.01,SoundMax,Bluetooth Speaker,South,5193.34,SC003,P0001
2023-07-15,Furniture,R2,5,Retail,123454.42,88887.18,WoodCraft,Wardrobe,South,34567.24,SC003,P0008
2023-07-15,Accessories,R1,5,Online,7547.49,4905.87,ChargeFast,Power Bank,North,2641.62,SC002,P0005
2023-07-16,Furniture,R2,3,Online,67937.33,48914.88,WoodCraft,Wardrobe,South,19022.45,SC002,P0008
2023-07-16,Accessories,R2,5,Online,7815.17,5079.86,ChargeFast,Power Bank,South,2735.31,SC002,P0005
2023-07-16,Electronics,R3,5,Distributor,26682.49,20011.87,SoundMax,Bluetooth Speaker,East,6670.62,SC001,P0001
2023-07-16,Electronics,R2,3,Online,13774.12,10330.59,SoundMax,Bluetooth Speaker,South,3443.53,SC002,P0001
2023-07-16,Electronics,R3,4,Online,118653.69,97296.03,TechPro,Smartphone Z,East,21357.66,SC002,P0006
2023-07-17,Electronics,R1,5,Distributor,295878.1,236702.48,TechPro,Laptop X,North,59175.62,SC001,P0003
2023-07-17,Electronics,R2,2,Online,10028.19,7521.14,SoundMax,Bluetooth Speaker,South,2507.05,SC002,P0001
2023-07-17,Electronics,R2,3,Online,95912.79,78648.48,TechPro,Smartphone Z,South,17264.3,SC002,P0006
2023-07-18,Accessories,R2,3,Online,4361.23,2834.8,ChargeFast,Power Bank,South,1526.43,SC002,P0005
2023-07-18,Furniture,R2,3,Online,44589.63,34779.91,HomeEase,Study Table,South,9809.72,SC002,P0007
2023-07-18,Furniture,R3,1,Retail,6903.38,5177.53,HomeEase,Office Chair,East,1725.84,SC003,P0004
2023-07-18,Electronics,R1,5,Online,288432.99,230746.39,TechPro,Laptop X,North,57686.6,SC002,P0003
2023-07-19,Accessories,R1,1,Online,2648.61,1589.16,CarryLite,Laptop Bag,North,1059.44,SC002,P0002
2023-07-19,Furniture,R2,1,Online,13657.17,10652.6,HomeEase,Study Table,South,3004.58,SC002,P0007
2023-07-19,Electronics,R1,5,Online,160048.42,131239.7,TechPro,Smartphone Z,North,28808.71,SC002,P0006
2023-07-19,Accessories,R2,2,Online,5426.46,3255.88,CarryLite,Laptop Bag,South,2170.59,SC002,P0002
2023-07-19,Electronics,R1,3,Online,88072.11,72219.13,TechPro,Smartphone Z,North,15852.98,SC002,P0006
2023-07-20,Furniture,R4,2,Online,30530.11,23813.49,HomeEase,Study Table,West,6716.62,SC002,P0007
2023-07-20,Electronics,R1,3,Online,15628.32,11721.24,SoundMax,Bluetooth Speaker,North,3907.08,SC002,P0001
2023-07-21,Furniture,R2,4,Online,98522.42,70936.15,WoodCraft,Wardrobe,South,27586.28,SC002,P0008
2023-07-21,Accessories,R1,4,Online,10634.61,6380.77,CarryLite,Laptop Bag,North,4253.84,SC002,P0002
2023-07-21,Accessories,R1,4,Online,5744.79,3734.11,ChargeFast,Power Bank,North,2010.68,SC002,P0005
2023-07-21,Electronics,R4,4,Online,126218.09,103498.83,TechPro,Smartphone Z,West,22719.26,SC002,P0006
2023-07-22,Electronics,R2,2,Online,9417.18,7062.88,SoundMax,Bluetooth Speaker,South,2354.29,SC002,P0001
2023-07-22,Electronics,R1,4,Online,19630.86,14723.15,SoundMax,Bluetooth Speaker,North,4907.72,SC002,P0001
2023-07-23,Furniture,R4,3,Online,21828.09,16371.07,HomeEase,Office Chair,West,5457.02,SC002,P0004
2023-07-23,Electronics,R4,4,Online,129496.56,106187.18,TechPro,Smartphone Z,West,23309.38,SC002,P0006
2023-07-23,Electronics,R1,4,Online,20689.54,15517.15,SoundMax,Bluetooth Speaker,North,5172.38,SC002,P0001
2023-07-23,Accessories,R2,5,Online,11640.79,6984.48,CarryLite,Laptop Bag,South,4656.32,SC002,P0002
2023-07-23,Furniture,R1,4,Online,25654.89,19241.16,HomeEase,Office Chair,North,6413.72,SC002,P0004
2023-07-24,Electronics,R4,3,Distributor,15233.42,11425.07,SoundMax,Bluetooth Speaker,West,3808.36,SC001,P0001
2023-07-24,Accessories,R4,3,Retail,7366.79,4420.07,CarryLite,Laptop Bag,West,2946.71,SC003,P0002
2023-07-24,Electronics,R2,5,Online,295777.37,236621.9,TechPro,Laptop X,South,59155.47,SC002,P0003
2023-07-25,Accessories,R1,2,Online,4753.58,2852.15,CarryLite,Laptop Bag,North,1901.43,SC002,P0002
2023-07-25,Electronics,R4,4,Online,21123.68,15842.76,SoundMax,Bluetooth Speaker,West,5280.92,SC002,P0001
2023-07-25,Furniture,R4,2,Online,28726.99,22407.05,HomeEase,Study Table,West,6319.94,SC002,P0007
2023-07-25,Electronics,R4,2,Online,10779.15,8084.36,SoundMax,Bluetooth Speaker,West,2694.79,SC002,P0001
2023-07-25,Accessories,R3,4,Online,9551.85,5731.11,CarryLite,Laptop Bag,East,3820.74,SC002,P0002
2023-07-26,Electronics,R3,5,Online,154834.22,126964.06,TechPro,Smartphone Z,East,27870.16,SC002,P0006
2023-07-26,Furniture,R1,1,Online,26747.23,19258.01,WoodCraft,Wardrobe,North,7489.22,SC002,P0008
2023-07-27,Electronics,R1,4,Online,115967.32,95093.2,TechPro,Smartphone Z,North,20874.12,SC002,P0006
2023-07-27,Electronics,R3,4,Retail,239170.25,191336.2,TechPro,Laptop X,East,47834.05,SC003,P0003
2023-07-27,Furniture,R2,3,Online,77001.18,55440.85,WoodCraft,Wardrobe,South,21560.33,SC002,P0008
2023-07-27,Accessories,R1,4,Retail,5599.08,3639.4,ChargeFast,Power Bank,North,1959.68,SC003,P0005
2023-07-28,Furniture,R2,2,Retail,32503.61,25352.81,HomeEase,Study Table,South,7150.79,SC003,P0007
2023-07-28,Electronics,R3,5,Online,162007.92,132846.5,TechPro,Smartphone Z,East,29161.43,SC002,P0006
2023-07-28,Furniture,R4,3,Online,19965.27,14973.95,HomeEase,Office Chair,West,4991.32,SC002,P0004
2023-07-28,Furniture,R4,3,Online,76401.92,55009.38,WoodCraft,Wardrobe,West,21392.54,SC002,P0008
2023-07-29,Electronics,R3,4,Online,260364.21,208291.36,TechPro,Laptop X,East,52072.84,SC002,P0003
2023-07-29,Electronics,R2,3,Retail,86378.09,70830.04,TechPro,Smartphone Z,South,15548.06,SC003,P0006
2023-07-29,Accessories,R3,3,Online,6972.33,4183.4,CarryLite,Laptop Bag,East,2788.93,SC002,P0002
2023-07-29,Electronics,R4,1,Online,60637.34,48509.87,TechPro,Laptop X,West,12127.47,SC002,P0003
2023-07-30,Furniture,R3,3,Distributor,42662.69,33276.9,HomeEase,Study Table,East,9385.79,SC001,P0007
2023-07-30,Electronics,R1,3,Retail,15095.62,11321.71,SoundMax,Bluetooth Speaker,North,3773.9,SC003,P0001
2023-07-30,Accessories,R4,2,Online,4976.46,2985.88,CarryLite,Laptop Bag,West,1990.58,SC002,P0002
2023-07-30,Electronics,R3,5,Retail,155839.61,127788.48,TechPro,Smartphone Z,East,28051.13,SC003,P0006
2023-07-31,Furniture,R3,4,Online,104012.23,74888.81,WoodCraft,Wardrobe,East,29123.42,SC002,P0008
2023-07-31,Furniture,R2,5,Retail,132008.7,95046.26,WoodCraft,Wardrobe,South,36962.44,SC003,P0008
2023-08-01,Electronics,R2,5,Online,160498.78,131609.0,TechPro,Smartphone Z,South,28889.78,SC002,P0006
2023-08-01,Electronics,R2,3,Online,86001.21,70520.99,TechPro,Smartphone Z,South,15480.22,SC002,P0006
2023-08-02,Electronics,R4,3,Distributor,15413.32,11559.99,SoundMax,Bluetooth Speaker,West,3853.33,SC001,P0001
2023-08-02,Accessories,R2,4,Online,5769.33,3750.06,ChargeFast,Power Bank,South,2019.26,SC002,P0005
2023-08-03,Electronics,R4,3,Online,16223.21,12167.4,SoundMax,Bluetooth Speaker,West,4055.8,SC002,P0001
2023-08-03,Accessories,R3,3,Online,4897.42,3183.32,ChargeFast,Power Bank,East,1714.1,SC002,P0005
2023-08-03,Furniture,R2,1,Online,7466.49,5599.86,HomeEase,Office Chair,South,1866.62,SC002,P0004
2023-08-04,Electronics,R3,2,Distributor,58947.36,48336.83,TechPro,Smartphone Z,East,10610.52,SC001,P0006
2023-08-04,Accessories,R4,3,Online,8203.98,4922.39,CarryLite,Laptop Bag,West,3281.59,SC002,P0002
2023-08-04,Electronics,R2,3,Online,92845.84,76133.59,TechPro,Smartphone Z,South,16712.25,SC002,P0006
2023-08-05,Electronics,R2,1,Online,29488.95,24180.94,TechPro,Smartphone Z,South,5308.01,SC002,P0006
2023-08-05,Electronics,R3,2,Online,9122.89,6842.17,SoundMax,Bluetooth Speaker,East,2280.72,SC002,P0001
2023-08-06,Electronics,R3,1,Distributor,4680.52,3510.39,SoundMax,Bluetooth Speaker,East,1170.13,SC001,P0001
2023-08-06,Electronics,R1,1,Retail,55521.89,44417.51,TechPro,Laptop X,North,11104.38,SC003,P0003
2023-08-06,Electronics,R1,2,Online,56579.0,46394.78,TechPro,Smartphone Z,North,10184.22,SC002,P0006
2023-08-06,Electronics,R4,5,Online,142627.84,116954.83,TechPro,Smartphone Z,West,25673.01,SC002,P0006
2023-08-07,Furniture,R3,1,Online,24481.56,17626.73,WoodCraft,Wardrobe,East,6854.84,SC002,P0008
2023-08-07,Electronics,R1,4,Online,20457.6,15343.2,SoundMax,Bluetooth Speaker,North,5114.4,SC002,P0001
2023-08-07,Furniture,R4,4,Online,56409.25,43999.22,HomeEase,Study Table,West,12410.04,SC002,P0007
2023-08-07,Electronics,R3,2,Retail,57683.67,47300.61,TechPro,Smartphone Z,East,10383.06,SC003,P0006
2023-08-07,Electronics,R1,2,Retail,112251.68,89801.35,TechPro,Laptop X,North,22450.34,SC003,P0003
2023-08-08,Furniture,R2,5,Online,67657.4,52772.78,HomeEase,Study Table,South,14884.63,SC002,P0007
2023-08-08,Accessories,R4,3,Distributor,4357.66,2832.48,ChargeFast,Power Bank,West,1525.18,SC001,P0005
2023-08-08,Accessories,R4,5,Online,7409.78,4816.36,ChargeFast,Power Bank,West,2593.42,SC002,P0005
2023-08-09,Electronics,R1,2,Online,58598.58,48050.84,TechPro,Smartphone Z,North,10547.75,SC002,P0006
2023-08-09,Electronics,R4,3,Online,191748.27,153398.62,TechPro,Laptop X,West,38349.65,SC002,P0003
2023-08-09,Furniture,R2,2,Online,14912.61,11184.46,HomeEase,Office Chair,South,3728.15,SC002,P0004
2023-08-09,Furniture,R2,3,Online,22923.37,17192.53,HomeEase,Office Chair,South,5730.84,SC002,P0004
2023-08-09,Furniture,R3,5,Online,132990.24,95752.97,WoodCraft,Wardrobe,East,37237.27,SC002,P0008
2023-08-10,Furniture,R2,3,Retail,46498.7,36268.98,HomeEase,Study Table,South,10229.71,SC003,P0007
2023-08-10,Electronics,R1,2,Online,112855.05,90284.04,TechPro,Laptop X,North,22571.01,SC002,P0003
2023-08-11,Furniture,R4,3,Distributor,73241.76,52734.07,WoodCraft,Wardrobe,West,20507.69,SC001,P0008
2023-08-11,Accessories,R2,3,Online,4114.04,2674.13,ChargeFast,Power Bank,South,1439.91,SC002,P0005
2023-08-11,Furniture,R4,5,Online,32294.78,24221.09,HomeEase,Office Chair,West,8073.7,SC002,P0004
2023-08-11,Accessories,R1,1,Online,2572.79,1543.67,CarryLite,Laptop Bag,North,1029.11,SC002,P0002
2023-08-12,Electronics,R2,2,Online,56038.64,45951.69,TechPro,Smartphone Z,South,10086.96,SC002,P0006
2023-08-12,Electronics,R4,4,Retail,116595.35,95608.19,TechPro,Smartphone Z,West,20987.16,SC003,P0006
2023-08-13,Furniture,R4,5,Online,32137.98,24103.49,HomeEase,Office Chair,West,8034.5,SC002,P0004
2023-08-13,Electronics,R1,3,Retail,14493.44,10870.08,SoundMax,Bluetooth Speaker,North,3623.36,SC003,P0001
2023-08-13,Furniture,R2,1,Online,6331.11,4748.33,HomeEase,Office Chair,South,1582.78,SC002,P0004
2023-08-13,Accessories,R4,5,Online,7105.39,4618.5,ChargeFast,Power Bank,West,2486.89,SC002,P0005
2023-08-14,Electronics,R4,5,Retail,149252.7,122387.21,TechPro,Smartphone Z,West,26865.49,SC003,P0006
2023-08-14,Accessories,R2,3,Online,8015.63,4809.38,CarryLite,Laptop Bag,South,3206.25,SC002,P0002
2023-08-15,Electronics,R4,1,Retail,30784.3,25243.13,TechPro,Smartphone Z,West,5541.17,SC003,P0006
2023-08-15,Furniture,R1,2,Retail,31862.81,24852.99,HomeEase,Study Table,North,7009.82,SC003,P0007
2023-08-15,Electronics,R2,4,Online,21465.69,16099.27,SoundMax,Bluetooth Speaker,South,5366.42,SC002,P0001
2023-08-15,Electronics,R4,5,Retail,153558.31,125917.81,TechPro,Smartphone Z,West,27640.5,SC003,P0006
2023-08-16,Accessories,R3,5,Retail,6949.51,4517.18,ChargeFast,Power Bank,East,2432.33,SC003,P0005
2023-08-16,Electronics,R2,5,Online,27457.66,20593.25,SoundMax,Bluetooth Speaker,South,6864.42,SC002,P0001
2023-08-16,Electronics,R2,3,Retail,14755.17,11066.38,SoundMax,Bluetooth Speaker,South,3688.79,SC003,P0001
2023-08-16,Electronics,R2,5,Online,24858.7,18644.02,SoundMax,Bluetooth Speaker,South,6214.67,SC002,P0001
2023-08-16,Furniture,R1,3,Online,20390.29,15292.72,HomeEase,Office Chair,North,5097.57,SC002,P0004
2023-08-17,Electronics,R2,5,Retail,24562.02,18421.51,SoundMax,Bluetooth Speaker,South,6140.5,SC003,P0001
2023-08-17,Electronics,R2,5,Online,324717.58,259774.06,TechPro,Laptop X,South,64943.52,SC002,P0003
2023-08-17,Electronics,R1,1,Online,59954.87,47963.9,TechPro,Laptop X,North,11990.97,SC002,P0003
2023-08-18,Electronics,R1,3,Online,84139.37,68994.28,TechPro,Smartphone Z,North,15145.09,SC002,P0006
2023-08-18,Electronics,R3,5,Online,23126.88,17345.16,SoundMax,Bluetooth Speaker,East,5781.72,SC002,P0001
2023-08-19,Accessories,R2,3,Online,4579.28,2976.53,ChargeFast,Power Bank,South,1602.75,SC002,P0005
2023-08-19,Electronics,R4,3,Online,171206.77,136965.42,TechPro,Laptop X,West,34241.35,SC002,P0003
2023-08-19,Electronics,R2,2,Online,115353.97,92283.18,TechPro,Laptop X,South,23070.79,SC002,P0003
2023-08-19,Furniture,R2,1,Online,13744.72,10720.89,HomeEase,Study Table,South,3023.84,SC002,P0007
2023-08-20,Furniture,R2,4,Online,54175.31,42256.74,HomeEase,Study Table,South,11918.57,SC002,P0007
2023-08-20,Electronics,R1,1,Online,4808.8,3606.6,SoundMax,Bluetooth Speaker,North,1202.2,SC002,P0001
2023-08-20,Electronics,R1,4,Online,249936.73,199949.39,TechPro,Laptop X,North,49987.35,SC002,P0003
2023-08-20,Furniture,R3,5,Retail,112973.64,81341.02,WoodCraft,Wardrobe,East,31632.62,SC003,P0008
2023-08-21,Furniture,R1,1,Online,23188.15,16695.47,WoodCraft,Wardrobe,North,6492.68,SC002,P0008
2023-08-21,Electronics,R1,5,Retail,310493.59,248394.87,TechPro,Laptop X,North,62098.72,SC003,P0003
2023-08-22,Accessories,R4,4,Online,9419.38,5651.63,CarryLite,Laptop Bag,West,3767.75,SC002,P0002
2023-08-22,Accessories,R1,2,Online,5281.89,3169.13,CarryLite,Laptop Bag,North,2112.76,SC002,P0002
2023-08-22,Furniture,R1,1,Online,6555.44,4916.58,HomeEase,Office Chair,North,1638.86,SC002,P0004
2023-08-23,Furniture,R3,3,Retail,72182.85,51971.65,WoodCraft,Wardrobe,East,20211.2,SC003,P0008
2023-08-23,Electronics,R2,3,Online,81122.66,66520.58,TechPro,Smartphone Z,South,14602.08,SC002,P0006
2023-08-24,Electronics,R2,3,Retail,192460.47,153968.38,TechPro,Laptop X,South,38492.09,SC003,P0003
2023-08-24,Electronics,R3,1,Online,27374.59,22447.16,TechPro,Smartphone Z,East,4927.43,SC002,P0006
2023-08-24,Electronics,R1,4,Online,19942.59,14956.94,SoundMax,Bluetooth Speaker,North,4985.65,SC002,P0001
2023-08-25,Electronics,R4,4,Retail,223041.37,178433.09,TechPro,Laptop X,West,44608.27,SC003,P0003
2023-08-25,Furniture,R4,1,Online,25846.78,18609.69,WoodCraft,Wardrobe,West,7237.1,SC002,P0008
2023-08-26,Furniture,R2,3,Online,80421.27,57903.31,WoodCraft,Wardrobe,South,22517.96,SC002,P0008
2023-08-26,Electronics,R1,3,Retail,95615.03,78404.33,TechPro,Smartphone Z,North,17210.71,SC003,P0006
2023-08-26,Accessories,R4,5,Retail,7807.56,5074.91,ChargeFast,Power Bank,West,2732.65,SC003,P0005
2023-08-26,Furniture,R2,5,Retail,68304.52,53277.53,HomeEase,Study Table,South,15026.99,SC003,P0007
2023-08-27,Accessories,R4,1,Online,1596.17,1037.51,ChargeFast,Power Bank,West,558.66,SC002,P0005
2023-08-27,Furniture,R1,1,Retail,6731.02,5048.27,HomeEase,Office Chair,North,1682.76,SC003,P0004
2023-08-27,Electronics,R4,3,Distributor,192198.74,153758.99,TechPro,Laptop X,West,38439.75,SC001,P0003
2023-08-27,Furniture,R4,4,Online,29262.08,21946.56,HomeEase,Office Chair,West,7315.52,SC002,P0004
2023-08-28,Furniture,R4,3,Online,46612.46,36357.72,HomeEase,Study Table,West,10254.74,SC002,P0007
2023-08-28,Furniture,R1,1,Distributor,23161.44,16676.24,WoodCraft,Wardrobe,North,6485.2,SC001,P0008
2023-08-28,Accessories,R1,1,Online,2360.76,1416.46,CarryLite,Laptop Bag,North,944.3,SC002,P0002
2023-08-28,Electronics,R2,2,Online,9334.92,7001.19,SoundMax,Bluetooth Speaker,South,2333.73,SC002,P0001
2023-08-29,Accessories,R1,3,Online,7124.96,4274.98,CarryLite,Laptop Bag,North,2849.98,SC002,P0002
2023-08-29,Electronics,R4,4,Online,118132.61,96868.74,TechPro,Smartphone Z,West,21263.87,SC002,P0006
2023-08-29,Furniture,R4,1,Retail,23186.81,16694.5,WoodCraft,Wardrobe,West,6492.31,SC003,P0008
2023-08-29,Electronics,R4,2,Online,10492.73,7869.54,SoundMax,Bluetooth Speaker,West,2623.18,SC002,P0001
2023-08-30,Accessories,R2,3,Online,6832.1,4099.26,CarryLite,Laptop Bag,South,2732.84,SC002,P0002
2023-08-30,Electronics,R4,3,Online,194940.06,155952.04,TechPro,Laptop X,West,38988.01,SC002,P0003
2023-08-31,Electronics,R1,1,Online,31344.18,25702.22,TechPro,Smartphone Z,North,5641.95,SC002,P0006
2023-08-31,Accessories,R3,5,Online,12122.08,7273.25,CarryLite,Laptop Bag,East,4848.83,SC002,P0002
2023-08-31,Electronics,R3,4,Online,260056.36,208045.09,TechPro,Laptop X,East,52011.27,SC002,P0003
2023-08-31,Electronics,R1,1,Online,29350.87,24067.71,TechPro,Smartphone Z,North,5283.16,SC002,P0006
2023-08-31,Accessories,R3,5,Retail,12522.24,7513.34,CarryLite,Laptop Bag,East,5008.89,SC003,P0002
2023-09-01,Furniture,R1,2,Retail,27226.19,21236.43,HomeEase,Study Table,North,5989.76,SC003,P0007
2023-09-01,Accessories,R4,2,Retail,3023.04,1964.97,ChargeFast,Power Bank,West,1058.06,SC003,P0005
2023-09-01,Accessories,R4,2,Online,2907.35,1889.78,ChargeFast,Power Bank,West,1017.57,SC002,P0005
2023-09-01,Electronics,R1,4,Retail,127860.57,104845.67,TechPro,Smartphone Z,North,23014.9,SC003,P0006
2023-09-02,Accessories,R1,3,Online,4435.34,2882.97,ChargeFast,Power Bank,North,1552.37,SC002,P0005
2023-09-02,Electronics,R2,3,Online,16215.9,12161.92,SoundMax,Bluetooth Speaker,South,4053.97,SC002,P0001
2023-09-02,Electronics,R2,2,Retail,115143.61,92114.89,TechPro,Laptop X,South,23028.72,SC003,P0003
2023-09-03,Electronics,R1,3,Retail,15404.72,11553.54,SoundMax,Bluetooth Speaker,North,3851.18,SC003,P0001
2023-09-03,Electronics,R4,4,Online,128751.66,105576.36,TechPro,Smartphone Z,West,23175.3,SC002,P0006
2023-09-04,Electronics,R2,4,Retail,19760.28,14820.21,SoundMax,Bluetooth Speaker,South,4940.07,SC003,P0001
2023-09-04,Electronics,R2,2,Retail,60029.59,49224.26,TechPro,Smartphone Z,South,10805.33,SC003,P0006
2023-09-04,Electronics,R4,4,Online,19155.87,14366.91,SoundMax,Bluetooth Speaker,West,4788.97,SC002,P0001
2023-09-05,Accessories,R2,3,Online,4680.84,3042.55,ChargeFast,Power Bank,South,1638.29,SC002,P0005
2023-09-05,Electronics,R2,1,Retail,61746.41,49397.13,TechPro,Laptop X,South,12349.28,SC003,P0003
2023-09-05,Electronics,R2,5,Retail,281157.69,224926.15,TechPro,Laptop X,South,56231.54,SC003,P0003
2023-09-06,Electronics,R2,1,Distributor,4543.1,3407.33,SoundMax,Bluetooth Speaker,South,1135.78,SC001,P0001
2023-09-06,Electronics,R4,2,Online,9217.37,6913.02,SoundMax,Bluetooth Speaker,West,2304.34,SC002,P0001
2023-09-06,Accessories,R2,3,Online,7691.5,4614.9,CarryLite,Laptop Bag,South,3076.6,SC002,P0002
2023-09-06,Electronics,R2,3,Online,95866.94,78610.89,TechPro,Smartphone Z,South,17256.05,SC002,P0006
2023-09-07,Accessories,R4,4,Online,10271.29,6162.77,CarryLite,Laptop Bag,West,4108.52,SC002,P0002
2023-09-07,Electronics,R4,5,Retail,24410.62,18307.96,SoundMax,Bluetooth Speaker,West,6102.65,SC003,P0001
2023-09-07,Electronics,R4,3,Retail,92570.31,75907.66,TechPro,Smartphone Z,West,16662.66,SC003,P0006
2023-09-07,Furniture,R2,4,Retail,26342.89,19757.17,HomeEase,Office Chair,South,6585.72,SC003,P0004
2023-09-08,Electronics,R1,5,Online,145287.89,119136.07,TechPro,Smartphone Z,North,26151.82,SC002,P0006
2023-09-08,Furniture,R1,3,Online,41001.67,31981.3,HomeEase,Study Table,North,9020.37,SC002,P0007
2023-09-08,Furniture,R1,1,Online,22948.8,16523.13,WoodCraft,Wardrobe,North,6425.66,SC002,P0008
2023-09-09,Accessories,R2,1,Online,1452.85,944.35,ChargeFast,Power Bank,South,508.5,SC002,P0005
2023-09-09,Electronics,R4,3,Online,85323.95,69965.64,TechPro,Smartphone Z,West,15358.31,SC002,P0006
2023-09-10,Accessories,R1,2,Retail,2799.74,1819.83,ChargeFast,Power Bank,North,979.91,SC003,P0005
2023-09-10,Accessories,R1,5,Retail,7258.24,4717.85,ChargeFast,Power Bank,North,2540.38,SC003,P0005
2023-09-10,Accessories,R2,4,Online,5459.53,3548.69,ChargeFast,Power Bank,South,1910.83,SC002,P0005
2023-09-11,Electronics,R4,2,Online,118170.48,94536.39,TechPro,Laptop X,West,23634.1,SC002,P0003
2023-09-11,Electronics,R2,2,Online,130013.29,104010.64,TechPro,Laptop X,South,26002.66,SC002,P0003
2023-09-11,Furniture,R2,3,Online,20721.52,15541.14,HomeEase,Office Chair,South,5180.38,SC002,P0004
2023-09-11,Accessories,R4,4,Retail,10610.19,6366.12,CarryLite,Laptop Bag,West,4244.08,SC003,P0002
2023-09-12,Furniture,R1,2,Online,14233.58,10675.19,HomeEase,Office Chair,North,3558.4,SC002,P0004
2023-09-12,Electronics,R3,1,Online,28314.76,23218.1,TechPro,Smartphone Z,East,5096.66,SC002,P0006
2023-09-13,Electronics,R2,4,Online,18864.13,14148.09,SoundMax,Bluetooth Speaker,South,4716.03,SC002,P0001
